name,key,value,epoch
thickness_roofA,thickness_construction_Insulation,-0.7503612902857889,300
thickness_roofA,energy,0.9399902128621749,300
thickness_construction_Structure,area,0.26908896450447123,300
thickness_construction_Structure,Ug,0.5891597361724115,300
thickness_construction_Structure,gp,0.7619867708096552,300
thickness_construction_Structure,thickness_roofA,0.6397171182083328,300
thickness_construction_Structure,thickness_construction_Structure,1.0,300
thickness_construction_Structure,thickness_construction_Insulation,-0.12355566101876586,300
thickness_construction_Structure,energy,0.7332191653404965,300
thickness_construction_Insulation,area,0.8359710690689732,300
thickness_construction_Insulation,Ug,-0.7126278522174426,300
thickness_construction_Insulation,gp,-0.4719615993563551,300
thickness_construction_Insulation,thickness_roofA,-0.7503612902857889,300
thickness_construction_Insulation,thickness_construction_Structure,-0.12355566101876586,300
thickness_construction_Insulation,thickness_construction_Insulation,1.0,300
thickness_construction_Insulation,energy,-0.6597367544171996,300
energy,area,-0.3950392696577089,300
energy,Ug,0.9786533964238164,300
energy,gp,0.6835816817241793,300
energy,thickness_roofA,0.9399902128621749,300
energy,thickness_construction_Structure,0.7332191653404965,300
energy,thickness_construction_Insulation,-0.6597367544171996,300
energy,energy,1.0,300
area,area,1.0,400
area,Ug,0.8181422951828,400
area,gp,0.8420082666642316,400
area,thickness_roofA,0.7873646777627619,400
area,thickness_construction_Structure,0.8868950783507219,400
area,thickness_construction_Insulation,0.4981668640384497,400
area,energy,0.8275406007599445,400
Ug,area,0.8181422951828,400
Ug,Ug,1.0,400
Ug,gp,0.7376321388109593,400
Ug,thickness_roofA,0.9617182867731553,400
Ug,thickness_construction_Structure,0.8858826751349527,400
Ug,thickness_construction_Insulation,0.4448354442028966,400
Ug,energy,0.9984531924292384,400
gp,area,0.8420082666642316,400
gp,Ug,0.7376321388109593,400
gp,gp,1.0,400
gp,thickness_roofA,0.719889757693766,400
gp,thickness_construction_Structure,0.7695870409183376,400
gp,thickness_construction_Insulation,0.08956151575688992,400
gp,energy,0.7481562642589208,400
thickness_roofA,area,0.7873646777627619,400
thickness_roofA,Ug,0.9617182867731553,400
thickness_roofA,gp,0.719889757693766,400
thickness_roofA,thickness_roofA,1.0,400
thickness_roofA,thickness_construction_Structure,0.9246362197812916,400
thickness_roofA,thickness_construction_Insulation,0.39865761023953905,400
thickness_roofA,energy,0.9723514194296309,400
thickness_construction_Structure,area,0.8868950783507219,400
thickness_construction_Structure,Ug,0.8858826751349527,400
thickness_construction_Structure,gp,0.7695870409183376,400
thickness_construction_Structure,thickness_roofA,0.9246362197812916,400
thickness_construction_Structure,thickness_construction_Structure,1.0,400
thickness_construction_Structure,thickness_construction_Insulation,0.5360906282392974,400
thickness_construction_Structure,energy,0.90825437085476,400
thickness_construction_Insulation,area,0.4981668640384497,400
thickness_construction_Insulation,Ug,0.4448354442028966,400
thickness_construction_Insulation,gp,0.08956151575688992,400
thickness_construction_Insulation,thickness_roofA,0.39865761023953905,400
thickness_construction_Insulation,thickness_construction_Structure,0.5360906282392974,400
thickness_construction_Insulation,thickness_construction_Insulation,1.0,400
thickness_construction_Insulation,energy,0.4488227497705686,400
energy,area,0.8275406007599445,400
energy,Ug,0.9984531924292384,400
energy,gp,0.7481562642589208,400
energy,thickness_roofA,0.9723514194296309,400
energy,thickness_construction_Structure,0.90825437085476,400
energy,thickness_construction_Insulation,0.4488227497705686,400
energy,energy,1.0,400
area,area,1.0,500
area,Ug,0.8823623449319852,500
area,gp,0.9920504159381167,500
area,thickness_roofA,0.6131175827717232,500
area,thickness_construction_Structure,-0.7501760652144953,500
area,thickness_construction_Insulation,0.7209182989446289,500
area,energy,0.8765769899685919,500
Ug,area,0.8823623449319852,500
Ug,Ug,1.0,500
Ug,gp,0.8776802839219623,500
Ug,thickness_roofA,0.7504617033433709,500
Ug,thickness_construction_Structure,-0.8476137507475275,500
Ug,thickness_construction_Insulation,0.8752191356450225,500
Ug,energy,0.9997022521846131,500
gp,area,0.9920504159381167,500
gp,Ug,0.8776802839219623,500
gp,gp,1.0,500
gp,thickness_roofA,0.6226093669751336,500
gp,thickness_construction_Structure,-0.7788583590583306,500
gp,thickness_construction_Insulation,0.7118117905676207,500
gp,energy,0.8723237129301814,500
thickness_roofA,area,0.6131175827717232,500
thickness_roofA,Ug,0.7504617033433709,500
thickness_roofA,gp,0.6226093669751336,500
thickness_roofA,thickness_roofA,1.0,500
thickness_roofA,thickness_construction_Structure,-0.941216345436013,500
thickness_roofA,thickness_construction_Insulation,0.8691428293662381,500
thickness_roofA,energy,0.7646716170864614,500
thickness_construction_Structure,area,-0.7501760652144953,500
thickness_construction_Structure,Ug,-0.8476137507475275,500
thickness_construction_Structure,gp,-0.7788583590583306,500
thickness_construction_Structure,thickness_roofA,-0.941216345436013,500
thickness_construction_Structure,thickness_construction_Structure,1.0,500
thickness_construction_Structure,thickness_construction_Insulation,-0.8806600817025737,500
thickness_construction_Structure,energy,-0.8558915141439968,500
thickness_construction_Insulation,area,0.7209182989446289,500
thickness_construction_Insulation,Ug,0.8752191356450225,500
thickness_construction_Insulation,gp,0.7118117905676207,500
thickness_construction_Insulation,thickness_roofA,0.8691428293662381,500
thickness_construction_Insulation,thickness_construction_Structure,-0.8806600817025737,500
thickness_construction_Insulation,thickness_construction_Insulation,1.0,500
thickness_construction_Insulation,energy,0.8808341794074944,500
energy,area,0.8765769899685919,500
energy,Ug,0.9997022521846131,500
energy,gp,0.8723237129301814,500
energy,thickness_roofA,0.7646716170864614,500
energy,thickness_construction_Structure,-0.8558915141439968,500
energy,thickness_construction_Insulation,0.8808341794074944,500
energy,energy,1.0,500
